region,city,center_name,center_type,patient,organ,subtype,number,year
Veneto,Treviso,TV - OSPEDALE CA' FONCELLO - TREVISO,SOT only,adult only,Rene,Rene - cuore,0,2010
Veneto,Vicenza,VI - OSPEDALE DI VICENZA,SOT+HCT,adult only,Rene,Rene - cuore,0,2010
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,1,2010
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Rene,Rene - cuore,0,2010
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Rene,Rene - cuore,0,2010
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2010
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Rene,Rene - cuore,0,2010
Emilia-Romagna,Parma,PR - OSPEDALE MAGGIORE - PARMA,SOT+HCT,adult only,Rene,Rene - cuore,0,2010
Toscana,Firenze,FI - A.O.U. CAREGGI - FIRENZE,SOT+HCT,adult only,Rene,Rene - cuore,0,2010
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2010
Toscana,Siena,SI - A.O.U. SENESE - S.M. alle SCOTTE,SOT+HCT,adult only,Rene,Rene - cuore,1,2010
Umbria,Perugia,PG - AZIENDA OSPEDALIERA DI PERUGIA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2010
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Rene,Rene - cuore,0,2010
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Rene,Rene - cuore,0,2010
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Rene,Rene - cuore,0,2010
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Rene,Rene - cuore,0,2010
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene - cuore,0,2010
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Rene,Rene - cuore,0,2010
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Rene,Rene - cuore,0,2010
Abruzzo,L’Aquila,AQ - OSPEDALE CIVILE S. SALVATORE - L'AQUILA,SOT only,adult only,Rene,Rene - cuore,0,2010
Campania,Salerno,SA - OORR S.GIOVANNI DI DIO E RUGGI D`ARAGONA,SOT+HCT,adult only,Rene,Rene - cuore,0,2010
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Rene,Rene - cuore,0,2010
Calabria,Cosenza,CS - PRESIDIO OSPEDALIERO ANNUNZIATA,SOT only,adult only,Rene,Rene - cuore,0,2010
Calabria,Reggio Calabria,RC - OSPEDALE BIANCHI - MELACRINO - MORELLI,SOT+HCT,adult only,Rene,Rene - cuore,0,2010
Sicilia,Catania,CT - A.O. UNIVERSITARIA DI CATANIA,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2010
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Rene,Rene - cuore,0,2010
Sicilia,Palermo,PA - P.O. CIVICO E BENFRATELLI,SOT only,adult only,Rene,Rene - cuore,0,2010
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Rene,Rene - cuore,0,2010
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Fegato,Fegato,135,2010
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Fegato,Fegato,75,2010
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Fegato,Fegato,58,2010
Lombardia,Milano,MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,SOT+HCT,adult only,Fegato,Fegato,31,2010
Lombardia,Milano,MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,SOT+HCT,adult only,Fegato,Fegato,41,2010
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Fegato,Fegato,70,2010
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Fegato,Fegato,18,2010
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Fegato,Fegato,33,2010
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Fegato,Fegato,27,2010
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Fegato,Fegato,77,2010
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Fegato,Fegato,39,2010
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Fegato,Fegato,95,2010
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Fegato,Fegato,43,2010
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Fegato,Fegato,19,2010
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Fegato,Fegato,3,2010
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Fegato,Fegato,12,2010
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Fegato,15,2010
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Fegato,2,2010
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Fegato,Fegato,17,2010
Campania,Napoli,NA - AZIENDA OSPEDALIERA A. CARDARELLI,SOT+HCT,adult only,Fegato,Fegato,41,2010
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Fegato,Fegato,22,2010
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Fegato,Fegato,55,2010
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Fegato,Fegato,22,2010
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas,1,2010
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2010
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2010
Lombardia,Milano,MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2010
Lombardia,Milano,MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2010
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas,0,2010
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas,0,2010
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2010
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2010
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas,0,2010
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2010
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas,0,2010
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2010
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2010
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2010
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Fegato,Fegato - pancreas,0,2010
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2010
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2010
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2010
Campania,Napoli,NA - AZIENDA OSPEDALIERA A. CARDARELLI,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2010
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Fegato,Fegato - pancreas,0,2010
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Fegato,Fegato - pancreas,0,2010
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas,0,2010
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas - intestino,0,2010
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2010
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2010
Lombardia,Milano,MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2010
Lombardia,Milano,MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2010
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas - intestino,0,2010
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas - intestino,0,2010
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2010
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2010
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas - intestino,1,2010
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2010
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas - intestino,0,2010
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2010
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2010
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2010
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Fegato,Fegato - pancreas - intestino,0,2010
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2010
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2010
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2010
Campania,Napoli,NA - AZIENDA OSPEDALIERA A. CARDARELLI,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2010
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Fegato,Fegato - pancreas - intestino,0,2010
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Fegato,Fegato - pancreas - intestino,0,2010
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Fegato,Fegato - pancreas - intestino,0,2010
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Fegato,Rene - fegato,6,2010
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Fegato,Rene - fegato,1,2010
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Fegato,Rene - fegato,3,2010
Lombardia,Milano,MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,SOT+HCT,adult only,Fegato,Rene - fegato,0,2010
Lombardia,Milano,MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,SOT+HCT,adult only,Fegato,Rene - fegato,1,2010
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Fegato,Rene - fegato,1,2010
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Fegato,Rene - fegato,0,2010
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Fegato,Rene - fegato,0,2010
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Fegato,Rene - fegato,3,2010
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Fegato,Rene - fegato,4,2010
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Fegato,Rene - fegato,4,2010
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Fegato,Rene - fegato,0,2010
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Fegato,Rene - fegato,0,2010
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Fegato,Rene - fegato,0,2010
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Fegato,Rene - fegato,0,2010
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Fegato,Rene - fegato,3,2010
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Rene - fegato,0,2010
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Rene - fegato,0,2010
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Fegato,Rene - fegato,0,2010
Campania,Napoli,NA - AZIENDA OSPEDALIERA A. CARDARELLI,SOT+HCT,adult only,Fegato,Rene - fegato,0,2010
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Fegato,Rene - fegato,0,2010
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Fegato,Rene - fegato,3,2010
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Fegato,Rene - fegato,0,2010
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Fegato,Rene - fegato - pancreas,0,2010
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Fegato,Rene - fegato - pancreas,1,2010
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Fegato,Rene - fegato - pancreas,0,2010
Lombardia,Milano,MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,SOT+HCT,adult only,Fegato,Rene - fegato - pancreas,0,2010
Lombardia,Milano,MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,SOT+HCT,adult only,Fegato,Rene - fegato - pancreas,0,2010
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Fegato,Rene - fegato - pancreas,0,2010
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Fegato,Rene - fegato - pancreas,0,2010
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Fegato,Rene - fegato - pancreas,0,2010
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Fegato,Rene - fegato - pancreas,0,2010
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Fegato,Rene - fegato - pancreas,0,2010
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Fegato,Rene - fegato - pancreas,0,2010
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Fegato,Rene - fegato - pancreas,0,2010
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Fegato,Rene - fegato - pancreas,0,2010
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Fegato,Rene - fegato - pancreas,0,2010
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Fegato,Rene - fegato - pancreas,0,2010
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Fegato,Rene - fegato - pancreas,0,2010
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Rene - fegato - pancreas,0,2010
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Rene - fegato - pancreas,0,2010
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Fegato,Rene - fegato - pancreas,0,2010
Campania,Napoli,NA - AZIENDA OSPEDALIERA A. CARDARELLI,SOT+HCT,adult only,Fegato,Rene - fegato - pancreas,0,2010
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Fegato,Rene - fegato - pancreas,0,2010
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Fegato,Rene - fegato - pancreas,0,2010
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Fegato,Rene - fegato - pancreas,0,2010
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Fegato,Cuore - fegato,0,2010
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Fegato,Cuore - fegato,0,2010
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Fegato,Cuore - fegato,0,2010
Lombardia,Milano,MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,SOT+HCT,adult only,Fegato,Cuore - fegato,0,2010
Lombardia,Milano,MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,SOT+HCT,adult only,Fegato,Cuore - fegato,0,2010
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Fegato,Cuore - fegato,0,2010
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Fegato,Cuore - fegato,0,2010
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Fegato,Cuore - fegato,0,2010
Liguria,Genova,GE - A.O.U. S. MARTINO - GENOVA,SOT+HCT,adult only,Fegato,Cuore - fegato,0,2010
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Fegato,Cuore - fegato,1,2010
Emilia-Romagna,Modena,MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,SOT+HCT,adult only,Fegato,Cuore - fegato,0,2010
Toscana,Pisa,PI - A.O.U. PISANA,SOT+HCT,adult+pediatric,Fegato,Cuore - fegato,0,2010
Marche,Ancona,AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,SOT+HCT,adult only,Fegato,Cuore - fegato,0,2010
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Fegato,Cuore - fegato,0,2010
Lazio,Roma,RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,SOT+HCT,adult only,Fegato,Cuore - fegato,0,2010
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Fegato,Cuore - fegato,0,2010
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Cuore - fegato,0,2010
Lazio,Roma,RM - POLICLINICO UMBERTO I - ROMA,SOT+HCT,adult only,Fegato,Cuore - fegato,0,2010
Lazio,Roma,RM - POLICLINICO UNIVERSITARIO A. GEMELLI,SOT+HCT,adult only,Fegato,Cuore - fegato,0,2010
Campania,Napoli,NA - AZIENDA OSPEDALIERA A. CARDARELLI,SOT+HCT,adult only,Fegato,Cuore - fegato,0,2010
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Fegato,Cuore - fegato,0,2010
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Fegato,Cuore - fegato,0,2010
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Fegato,Cuore - fegato,0,2010
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Cuore,Cuore,4,2010
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Cuore,Cuore,22,2010
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Cuore,Cuore,27,2010
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Cuore,Cuore,25,2010
Lombardia,Pavia,PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,SOT+HCT,adult+pediatric,Cuore,Cuore,19,2010
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Cuore,Cuore,21,2010
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Cuore,Cuore,15,2010
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Cuore,Cuore,29,2010
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Cuore,Cuore,24,2010
Toscana,Siena,SI - A.O.U. SENESE - S.M. alle SCOTTE,SOT+HCT,adult only,Cuore,Cuore,9,2010
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Cuore,Cuore,11,2010
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Cuore,Cuore,11,2010
Campania,Napoli,NA - A. O. MONALDI,SOT only,adult only,Cuore,Cuore,20,2010
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Cuore,Cuore,10,2010
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Cuore,Cuore,14,2010
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Cuore,Cuore,3,2010
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Cuore,Cuore - polmone doppio,0,2010
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Cuore,Cuore - polmone doppio,0,2010
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Cuore,Cuore - polmone doppio,0,2010
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Cuore,Cuore - polmone doppio,0,2010
Lombardia,Pavia,PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,SOT+HCT,adult+pediatric,Cuore,Cuore - polmone doppio,3,2010
Veneto,Padova,PD - AZIENDA OSPEDALIERA DI PADOVA,SOT+HCT,adult+pediatric,Cuore,Cuore - polmone doppio,0,2010
Veneto,Verona,VR - OSPEDALE CIVILE MAGGIORE - VERONA,SOT+HCT,adult+pediatric,Cuore,Cuore - polmone doppio,0,2010
Friuli Venezia Giulia,Udine,UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,SOT+HCT,adult only,Cuore,Cuore - polmone doppio,0,2010
Emilia-Romagna,Bologna,BO - S.ORSOLA-MALPIGHI - BO,SOT+HCT,adult+pediatric,Cuore,Cuore - polmone doppio,1,2010
Toscana,Siena,SI - A.O.U. SENESE - S.M. alle SCOTTE,SOT+HCT,adult only,Cuore,Cuore - polmone doppio,0,2010
Lazio,Roma,RM - A.O. SAN CAMILLO - FORLANINI,SOT+HCT,adult only,Cuore,Cuore - polmone doppio,0,2010
Lazio,Roma,RM - OSPEDALE PEDIATRICO BAMBINO GESU',SOT+HCT,pediatric only,Cuore,Cuore - polmone doppio,0,2010
Campania,Napoli,NA - A. O. MONALDI,SOT only,adult only,Cuore,Cuore - polmone doppio,0,2010
Puglia,Bari,BA - AOU CONSORZIALE POLICLINICO di BARI,SOT+HCT,adult only,Cuore,Cuore - polmone doppio,0,2010
Sicilia,Palermo,PA - Is.Me.T.T.,SOT only,adult+pediatric,Cuore,Cuore - polmone doppio,0,2010
Sardegna,Cagliari,CA - AZIENDA OSPEDALIERA G. BROTZU,SOT+HCT,adult+pediatric,Cuore,Cuore - polmone doppio,0,2010
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Cuore,Cuore - fegato,0,2010
Piemonte,Torino,"TO - AOU Città della Salute, PO S.G.Battista",SOT+HCT,adult+pediatric,Cuore,Cuore - fegato,0,2010
Lombardia,Bergamo,BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,SOT+HCT,adult only,Cuore,Cuore - fegato,0,2010
Lombardia,Milano,MI - AO NIGUARDA CA' GRANDA - MILANO,SOT+HCT,adult only,Cuore,Cuore - fegato,0,2010
