Struttura trapianto,Città,Organo,Sottotipo,Numero,Anno,Città_nome,Regione
UD - POLICLINICO UNIVERSITARIO,UD,Fegato,Fegato,33,2010,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Fegato,Fegato,27,2010,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato,77,2010,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato,39,2010,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Fegato,95,2010,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato,43,2010,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato,19,2010,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato,3,2010,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato,12,2010,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato,15,2010,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato,2,2010,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Fegato,17,2010,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Fegato,41,2010,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato,22,2010,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Fegato,55,2010,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato,22,2010,Cagliari,Sardegna
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Fegato - pancreas,1,2010,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Fegato - pancreas,0,2010,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Fegato - pancreas,0,2010,Milano,Lombardia
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Fegato - pancreas,0,2010,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Fegato - pancreas,0,2010,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Fegato - pancreas,0,2010,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Fegato - pancreas,0,2010,Verona,Veneto
UD - POLICLINICO UNIVERSITARIO,UD,Fegato,Fegato - pancreas,0,2010,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Fegato,Fegato - pancreas,0,2010,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato - pancreas,0,2010,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato - pancreas,0,2010,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Fegato - pancreas,0,2010,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato - pancreas,0,2010,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato - pancreas,0,2010,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato - pancreas,0,2010,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato - pancreas,0,2010,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato - pancreas,0,2010,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato - pancreas,0,2010,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Fegato - pancreas,0,2010,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Fegato - pancreas,0,2010,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato - pancreas,0,2010,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Fegato - pancreas,0,2010,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato - pancreas,0,2010,Cagliari,Sardegna
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Fegato - pancreas - intestino,0,2010,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Fegato - pancreas - intestino,0,2010,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Fegato - pancreas - intestino,0,2010,Milano,Lombardia
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Fegato - pancreas - intestino,0,2010,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Fegato - pancreas - intestino,0,2010,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Fegato - pancreas - intestino,0,2010,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Fegato - pancreas - intestino,0,2010,Verona,Veneto
UD - POLICLINICO UNIVERSITARIO,UD,Fegato,Fegato - pancreas - intestino,0,2010,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Fegato,Fegato - pancreas - intestino,0,2010,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato - pancreas - intestino,1,2010,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato - pancreas - intestino,0,2010,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Fegato - pancreas - intestino,0,2010,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato - pancreas - intestino,0,2010,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato - pancreas - intestino,0,2010,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato - pancreas - intestino,0,2010,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato - pancreas - intestino,0,2010,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato - pancreas - intestino,0,2010,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato - pancreas - intestino,0,2010,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Fegato - pancreas - intestino,0,2010,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Fegato - pancreas - intestino,0,2010,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato - pancreas - intestino,0,2010,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Fegato - pancreas - intestino,0,2010,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato - pancreas - intestino,0,2010,Cagliari,Sardegna
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Rene - fegato,6,2010,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Rene - fegato,1,2010,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Rene - fegato,3,2010,Milano,Lombardia
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Rene - fegato,0,2010,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Rene - fegato,1,2010,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Rene - fegato,1,2010,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Rene - fegato,0,2010,Verona,Veneto
UD - POLICLINICO UNIVERSITARIO,UD,Fegato,Rene - fegato,0,2010,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Fegato,Rene - fegato,3,2010,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Rene - fegato,4,2010,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Rene - fegato,4,2010,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Rene - fegato,0,2010,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Rene - fegato,0,2010,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Rene - fegato,0,2010,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Rene - fegato,0,2010,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Rene - fegato,3,2010,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Rene - fegato,0,2010,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Rene - fegato,0,2010,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Rene - fegato,0,2010,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Rene - fegato,0,2010,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Rene - fegato,0,2010,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Rene - fegato,3,2010,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Rene - fegato,0,2010,Cagliari,Sardegna
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Rene - fegato - pancreas,0,2010,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Rene - fegato - pancreas,1,2010,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Rene - fegato - pancreas,0,2010,Milano,Lombardia
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Rene - fegato - pancreas,0,2010,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Rene - fegato - pancreas,0,2010,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Rene - fegato - pancreas,0,2010,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Rene - fegato - pancreas,0,2010,Verona,Veneto
UD - POLICLINICO UNIVERSITARIO,UD,Fegato,Rene - fegato - pancreas,0,2010,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Fegato,Rene - fegato - pancreas,0,2010,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Rene - fegato - pancreas,0,2010,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Rene - fegato - pancreas,0,2010,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Rene - fegato - pancreas,0,2010,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Rene - fegato - pancreas,0,2010,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Rene - fegato - pancreas,0,2010,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Rene - fegato - pancreas,0,2010,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Rene - fegato - pancreas,0,2010,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Rene - fegato - pancreas,0,2010,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Rene - fegato - pancreas,0,2010,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Rene - fegato - pancreas,0,2010,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Rene - fegato - pancreas,0,2010,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Rene - fegato - pancreas,0,2010,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Rene - fegato - pancreas,0,2010,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Rene - fegato - pancreas,0,2010,Cagliari,Sardegna
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Cuore - fegato,0,2010,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Cuore - fegato,0,2010,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Cuore - fegato,0,2010,Milano,Lombardia
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Cuore - fegato,0,2010,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Cuore - fegato,0,2010,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Cuore - fegato,0,2010,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Cuore - fegato,0,2010,Verona,Veneto
UD - POLICLINICO UNIVERSITARIO,UD,Fegato,Cuore - fegato,0,2010,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Fegato,Cuore - fegato,0,2010,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Cuore - fegato,1,2010,Bologna,Emilia-Romagna
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Cuore - fegato,0,2010,Modena,Emilia-Romagna
PI - A.O.U. PISANA,PI,Fegato,Cuore - fegato,0,2010,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Cuore - fegato,0,2010,Ancona,Marche
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Cuore - fegato,0,2010,Roma,Lazio
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Cuore - fegato,0,2010,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Cuore - fegato,0,2010,Roma,Lazio
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Cuore - fegato,0,2010,Roma,Lazio
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Cuore - fegato,0,2010,Roma,Lazio
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Cuore - fegato,0,2010,Roma,Lazio
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Cuore - fegato,0,2010,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Cuore - fegato,0,2010,Bari,Puglia
PA - Is.Me.T.T.,PA,Fegato,Cuore - fegato,0,2010,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Cuore - fegato,0,2010,Cagliari,Sardegna
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Cuore,4,2010,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Cuore,22,2010,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Cuore,27,2010,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Cuore,25,2010,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Cuore,19,2010,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Cuore,21,2010,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Cuore,15,2010,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Cuore,29,2010,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Cuore,24,2010,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Cuore,9,2010,Siena,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Cuore,11,2010,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Cuore,11,2010,Roma,Lazio
NA - A. O. MONALDI,NA,Cuore,Cuore,20,2010,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Cuore,10,2010,Bari,Puglia
PA - Is.Me.T.T.,PA,Cuore,Cuore,14,2010,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Cuore,3,2010,Cagliari,Sardegna
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Cuore - polmone doppio,0,2010,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Cuore - polmone doppio,0,2010,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Cuore - polmone doppio,0,2010,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Cuore - polmone doppio,0,2010,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Cuore - polmone doppio,3,2010,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Cuore - polmone doppio,0,2010,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Cuore - polmone doppio,0,2010,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Cuore - polmone doppio,0,2010,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Cuore - polmone doppio,1,2010,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Cuore - polmone doppio,0,2010,Siena,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Cuore - polmone doppio,0,2010,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Cuore - polmone doppio,0,2010,Roma,Lazio
NA - A. O. MONALDI,NA,Cuore,Cuore - polmone doppio,0,2010,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Cuore - polmone doppio,0,2010,Bari,Puglia
PA - Is.Me.T.T.,PA,Cuore,Cuore - polmone doppio,0,2010,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Cuore - polmone doppio,0,2010,Cagliari,Sardegna
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Cuore - fegato,0,2010,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Cuore - fegato,0,2010,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Cuore - fegato,0,2010,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Cuore - fegato,0,2010,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Cuore - fegato,0,2010,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Cuore - fegato,0,2010,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Cuore - fegato,0,2010,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Cuore - fegato,0,2010,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Cuore - fegato,1,2010,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Cuore - fegato,0,2010,Siena,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Cuore - fegato,0,2010,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Cuore - fegato,0,2010,Roma,Lazio
NA - A. O. MONALDI,NA,Cuore,Cuore - fegato,0,2010,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Cuore - fegato,0,2010,Bari,Puglia
PA - Is.Me.T.T.,PA,Cuore,Cuore - fegato,0,2010,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Cuore - fegato,0,2010,Cagliari,Sardegna
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Rene - cuore,0,2010,Torino,Piemonte
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Rene - cuore,0,2010,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Rene - cuore,0,2010,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Rene - cuore,1,2010,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Rene - cuore,0,2010,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Rene - cuore,0,2010,Padova,Veneto
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Rene - cuore,1,2010,Verona,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Rene - cuore,0,2010,Udine,Friuli Venezia Giulia
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Rene - cuore,0,2010,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Rene - cuore,1,2010,Siena,Toscana
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Rene - cuore,0,2010,Roma,Lazio
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Rene - cuore,0,2010,Roma,Lazio
NA - A. O. MONALDI,NA,Cuore,Rene - cuore,0,2010,Napoli,Campania
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Rene - cuore,0,2010,Bari,Puglia
PA - Is.Me.T.T.,PA,Cuore,Rene - cuore,0,2010,Palermo,Sicilia
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Rene - cuore,0,2010,Cagliari,Sardegna
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Polmone,5,2010,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Polmone,6,2010,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Polmone,Polmone,0,2010,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Polmone,2,2010,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Polmone,5,2010,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Polmone,7,2010,Padova,Veneto
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Polmone,0,2010,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Polmone,6,2010,Siena,Toscana
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Polmone,3,2010,Roma,Lazio
PA - Is.Me.T.T.,PA,Polmone,Polmone,3,2010,Palermo,Sicilia
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Polmone doppio,10,2010,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Polmone doppio,7,2010,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Polmone,Polmone doppio,3,2010,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Polmone doppio,8,2010,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Polmone doppio,3,2010,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Polmone doppio,18,2010,Padova,Veneto
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Polmone doppio,1,2010,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Polmone doppio,3,2010,Siena,Toscana
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Polmone doppio,4,2010,Roma,Lazio
PA - Is.Me.T.T.,PA,Polmone,Polmone doppio,9,2010,Palermo,Sicilia
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Cuore - polmone doppio,0,2010,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Cuore - polmone doppio,0,2010,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Polmone,Cuore - polmone doppio,0,2010,Milano,Lombardia
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Cuore - polmone doppio,0,2010,Milano,Lombardia
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Cuore - polmone doppio,3,2010,Pavia,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Cuore - polmone doppio,0,2010,Padova,Veneto
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Cuore - polmone doppio,1,2010,Bologna,Emilia-Romagna
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Cuore - polmone doppio,0,2010,Siena,Toscana
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Cuore - polmone doppio,0,2010,Roma,Lazio
PA - Is.Me.T.T.,PA,Polmone,Cuore - polmone doppio,0,2010,Palermo,Sicilia
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Pancreas,1,2010,Torino,Piemonte
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Pancreas,Pancreas,0,2010,Bergamo,Lombardia
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Pancreas,1,2010,Milano,Lombardia
MI - IRCCS S. RAFFAELE - MILANO,MI,Pancreas,Pancreas,7,2010,Milano,Lombardia
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Pancreas,0,2010,Padova,Veneto
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Pancreas,Pancreas,0,2010,Udine,Friuli Venezia Giulia
GE - A.O.U. S. MARTINO - GENOVA,GE,Pancreas,Pancreas,0,2010,Genova,Liguria
BO - S.ORSOLA-MALPIGHI - BO,BO,Pancreas,Pancreas,0,2010,Bologna,Emilia-Romagna
PR - OSPEDALE MAGGIORE - PARMA,PR,Pancreas,Pancreas,0,2010,Parma,Emilia-Romagna
PI - A.O.U. PISANA,PI,Pancreas,Pancreas,7,2010,Pisa,Toscana
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Pancreas,Pancreas,0,2010,Ancona,Marche
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Pancreas - intestino,0,2010,Torino,Piemonte
