Struttura trapianto,Città,Organo,Sottotipo,Numero,Anno
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato - pancreas,0,2010
PA - Is.Me.T.T.,PA,Fegato,Fegato - pancreas,0,2010
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato - pancreas,0,2010
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Fegato - pancreas - intestino,0,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Fegato - pancreas - intestino,0,2010
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Fegato - pancreas - intestino,0,2010
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Fegato - pancreas - intestino,0,2010
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Fegato - pancreas - intestino,0,2010
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Fegato - pancreas - intestino,0,2010
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Fegato - pancreas - intestino,0,2010
UD - POLICLINICO UNIVERSITARIO,UD,Fegato,Fegato - pancreas - intestino,0,2010
GE - A.O.U. S. MARTINO - GENOVA,GE,Fegato,Fegato - pancreas - intestino,0,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Fegato - pancreas - intestino,1,2010
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Fegato - pancreas - intestino,0,2010
PI - A.O.U. PISANA,PI,Fegato,Fegato - pancreas - intestino,0,2010
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Fegato - pancreas - intestino,0,2010
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Fegato - pancreas - intestino,0,2010
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Fegato - pancreas - intestino,0,2010
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Fegato - pancreas - intestino,0,2010
RM - OSPEDALE S. EUGENIO,RM,Fegato,Fegato - pancreas - intestino,0,2010
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Fegato - pancreas - intestino,0,2010
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Fegato - pancreas - intestino,0,2010
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Fegato - pancreas - intestino,0,2010
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Fegato - pancreas - intestino,0,2010
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Fegato - pancreas - intestino,0,2010
PA - Is.Me.T.T.,PA,Fegato,Fegato - pancreas - intestino,0,2010
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Fegato - pancreas - intestino,0,2010
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Rene - fegato,6,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Rene - fegato,1,2010
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Rene - fegato,3,2010
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Rene - fegato,0,2010
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Rene - fegato,1,2010
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Rene - fegato,1,2010
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Rene - fegato,0,2010
UD - POLICLINICO UNIVERSITARIO,UD,Fegato,Rene - fegato,0,2010
GE - A.O.U. S. MARTINO - GENOVA,GE,Fegato,Rene - fegato,3,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Rene - fegato,4,2010
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Rene - fegato,4,2010
PI - A.O.U. PISANA,PI,Fegato,Rene - fegato,0,2010
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Rene - fegato,0,2010
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Rene - fegato,0,2010
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Rene - fegato,0,2010
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Rene - fegato,3,2010
RM - OSPEDALE S. EUGENIO,RM,Fegato,Rene - fegato,1,2010
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Rene - fegato,0,2010
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Rene - fegato,0,2010
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Rene - fegato,0,2010
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Rene - fegato,0,2010
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Rene - fegato,0,2010
PA - Is.Me.T.T.,PA,Fegato,Rene - fegato,3,2010
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Rene - fegato,0,2010
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Rene - fegato - pancreas,0,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Rene - fegato - pancreas,1,2010
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Rene - fegato - pancreas,0,2010
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Rene - fegato - pancreas,0,2010
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Rene - fegato - pancreas,0,2010
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Rene - fegato - pancreas,0,2010
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Rene - fegato - pancreas,0,2010
UD - POLICLINICO UNIVERSITARIO,UD,Fegato,Rene - fegato - pancreas,0,2010
GE - A.O.U. S. MARTINO - GENOVA,GE,Fegato,Rene - fegato - pancreas,0,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Rene - fegato - pancreas,0,2010
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Rene - fegato - pancreas,0,2010
PI - A.O.U. PISANA,PI,Fegato,Rene - fegato - pancreas,0,2010
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Rene - fegato - pancreas,0,2010
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Rene - fegato - pancreas,0,2010
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Rene - fegato - pancreas,0,2010
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Rene - fegato - pancreas,0,2010
RM - OSPEDALE S. EUGENIO,RM,Fegato,Rene - fegato - pancreas,0,2010
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Rene - fegato - pancreas,0,2010
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Rene - fegato - pancreas,0,2010
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Rene - fegato - pancreas,0,2010
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Rene - fegato - pancreas,0,2010
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Rene - fegato - pancreas,0,2010
PA - Is.Me.T.T.,PA,Fegato,Rene - fegato - pancreas,0,2010
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Rene - fegato - pancreas,0,2010
"TO - AOU Città della Salute, PO S.G.Battista",TO,Fegato,Cuore - fegato,0,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Fegato,Cuore - fegato,0,2010
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Fegato,Cuore - fegato,0,2010
MI - ISTITUTO NAZ.LE PER CURA TUMORI - MILANO,MI,Fegato,Cuore - fegato,0,2010
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Fegato,Cuore - fegato,0,2010
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Fegato,Cuore - fegato,0,2010
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Fegato,Cuore - fegato,0,2010
UD - POLICLINICO UNIVERSITARIO,UD,Fegato,Cuore - fegato,0,2010
GE - A.O.U. S. MARTINO - GENOVA,GE,Fegato,Cuore - fegato,0,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Fegato,Cuore - fegato,1,2010
MO - AZIENDA OSPEDALIERA POLICLINICO - MODENA,MO,Fegato,Cuore - fegato,0,2010
PI - A.O.U. PISANA,PI,Fegato,Cuore - fegato,0,2010
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Fegato,Cuore - fegato,0,2010
RM - A.O. SAN CAMILLO - FORLANINI,RM,Fegato,Cuore - fegato,0,2010
RM - AZ. OSP. UNIV. POLICLINICO TOR VERGATA,RM,Fegato,Cuore - fegato,0,2010
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Fegato,Cuore - fegato,0,2010
RM - OSPEDALE S. EUGENIO,RM,Fegato,Cuore - fegato,0,2010
RM - POLICLINICO UMBERTO I - ROMA,RM,Fegato,Cuore - fegato,0,2010
"RM - POLICLINICO UMBERTO I - ROMA, convenzione LAZIO",RM,Fegato,Cuore - fegato,0,2010
RM - POLICLINICO UNIVERSITARIO A. GEMELLI,RM,Fegato,Cuore - fegato,0,2010
NA - AZIENDA OSPEDALIERA A. CARDARELLI,NA,Fegato,Cuore - fegato,0,2010
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Fegato,Cuore - fegato,0,2010
PA - Is.Me.T.T.,PA,Fegato,Cuore - fegato,0,2010
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Fegato,Cuore - fegato,0,2010
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Cuore,4,2010
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Cuore,22,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Cuore,27,2010
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Cuore,25,2010
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Cuore,19,2010
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Cuore,21,2010
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Cuore,15,2010
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Cuore,29,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Cuore,24,2010
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Cuore,9,2010
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Cuore,11,2010
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Cuore,11,2010
CH - OSPEDALE SAN CAMILLO DE' LELLIS,CH,Cuore,Cuore,1,2010
NA - A. O. MONALDI,NA,Cuore,Cuore,20,2010
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Cuore,10,2010
PA - Is.Me.T.T.,PA,Cuore,Cuore,14,2010
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Cuore,3,2010
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Cuore - polmone doppio,0,2010
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Cuore - polmone doppio,0,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Cuore - polmone doppio,0,2010
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Cuore - polmone doppio,0,2010
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Cuore - polmone doppio,3,2010
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Cuore - polmone doppio,0,2010
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Cuore - polmone doppio,0,2010
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Cuore - polmone doppio,0,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Cuore - polmone doppio,1,2010
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Cuore - polmone doppio,0,2010
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Cuore - polmone doppio,0,2010
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Cuore - polmone doppio,0,2010
CH - OSPEDALE SAN CAMILLO DE' LELLIS,CH,Cuore,Cuore - polmone doppio,0,2010
NA - A. O. MONALDI,NA,Cuore,Cuore - polmone doppio,0,2010
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Cuore - polmone doppio,0,2010
PA - Is.Me.T.T.,PA,Cuore,Cuore - polmone doppio,0,2010
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Cuore - polmone doppio,0,2010
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Cuore - fegato,0,2010
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Cuore - fegato,0,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Cuore - fegato,0,2010
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Cuore - fegato,0,2010
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Cuore - fegato,0,2010
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Cuore - fegato,0,2010
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Cuore - fegato,0,2010
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Cuore - fegato,0,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Cuore - fegato,1,2010
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Cuore - fegato,0,2010
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Cuore - fegato,0,2010
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Cuore - fegato,0,2010
CH - OSPEDALE SAN CAMILLO DE' LELLIS,CH,Cuore,Cuore - fegato,0,2010
NA - A. O. MONALDI,NA,Cuore,Cuore - fegato,0,2010
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Cuore - fegato,0,2010
PA - Is.Me.T.T.,PA,Cuore,Cuore - fegato,0,2010
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Cuore - fegato,0,2010
"TO - AOU Città della Salute, PO OIRM",TO,Cuore,Rene - cuore,0,2010
"TO - AOU Città della Salute, PO S.G.Battista",TO,Cuore,Rene - cuore,0,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Cuore,Rene - cuore,0,2010
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Cuore,Rene - cuore,1,2010
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Cuore,Rene - cuore,0,2010
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Cuore,Rene - cuore,0,2010
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Cuore,Rene - cuore,1,2010
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Cuore,Rene - cuore,0,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Cuore,Rene - cuore,0,2010
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Cuore,Rene - cuore,1,2010
RM - A.O. SAN CAMILLO - FORLANINI,RM,Cuore,Rene - cuore,0,2010
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Cuore,Rene - cuore,0,2010
CH - OSPEDALE SAN CAMILLO DE' LELLIS,CH,Cuore,Rene - cuore,0,2010
NA - A. O. MONALDI,NA,Cuore,Rene - cuore,0,2010
BA - AOU CONSORZIALE POLICLINICO di BARI,BA,Cuore,Rene - cuore,0,2010
PA - Is.Me.T.T.,PA,Cuore,Rene - cuore,0,2010
CA - AZIENDA OSPEDALIERA G. BROTZU,CA,Cuore,Rene - cuore,0,2010
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Polmone,5,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Polmone,6,2010
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Polmone,Polmone,0,2010
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Polmone,2,2010
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Polmone,5,2010
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Polmone,7,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Polmone,0,2010
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Polmone,6,2010
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Polmone,3,2010
PA - Is.Me.T.T.,PA,Polmone,Polmone,3,2010
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Polmone doppio,10,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Polmone doppio,7,2010
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Polmone,Polmone doppio,3,2010
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Polmone doppio,8,2010
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Polmone doppio,3,2010
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Polmone doppio,18,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Polmone doppio,1,2010
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Polmone doppio,3,2010
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Polmone doppio,4,2010
PA - Is.Me.T.T.,PA,Polmone,Polmone doppio,9,2010
"TO - AOU Città della Salute, PO S.G.Battista",TO,Polmone,Cuore - polmone doppio,0,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Polmone,Cuore - polmone doppio,0,2010
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Polmone,Cuore - polmone doppio,0,2010
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Polmone,Cuore - polmone doppio,0,2010
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Polmone,Cuore - polmone doppio,3,2010
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Polmone,Cuore - polmone doppio,0,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Polmone,Cuore - polmone doppio,1,2010
SI - A.O.U. SENESE - S.M. alle SCOTTE,SI,Polmone,Cuore - polmone doppio,0,2010
RM - POLICLINICO UMBERTO I - ROMA,RM,Polmone,Cuore - polmone doppio,0,2010
PA - Is.Me.T.T.,PA,Polmone,Cuore - polmone doppio,0,2010
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Pancreas,1,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Pancreas,Pancreas,0,2010
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Pancreas,1,2010
MI - IRCCS S. RAFFAELE - MILANO,MI,Pancreas,Pancreas,7,2010
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Pancreas,0,2010
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Pancreas,Pancreas,0,2010
GE - A.O.U. S. MARTINO - GENOVA,GE,Pancreas,Pancreas,0,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Pancreas,Pancreas,0,2010
PR - OSPEDALE MAGGIORE - PARMA,PR,Pancreas,Pancreas,0,2010
PI - A.O.U. PISANA,PI,Pancreas,Pancreas,7,2010
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Pancreas,Pancreas,0,2010
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Pancreas - intestino,0,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Pancreas,Pancreas - intestino,1,2010
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Pancreas - intestino,0,2010
MI - IRCCS S. RAFFAELE - MILANO,MI,Pancreas,Pancreas - intestino,0,2010
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Pancreas - intestino,0,2010
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Pancreas,Pancreas - intestino,0,2010
GE - A.O.U. S. MARTINO - GENOVA,GE,Pancreas,Pancreas - intestino,0,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Pancreas,Pancreas - intestino,0,2010
PR - OSPEDALE MAGGIORE - PARMA,PR,Pancreas,Pancreas - intestino,0,2010
PI - A.O.U. PISANA,PI,Pancreas,Pancreas - intestino,0,2010
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Pancreas,Pancreas - intestino,0,2010
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Rene - pancreas,2,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Pancreas,Rene - pancreas,1,2010
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Rene - pancreas,0,2010
MI - IRCCS S. RAFFAELE - MILANO,MI,Pancreas,Rene - pancreas,4,2010
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Rene - pancreas,6,2010
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Pancreas,Rene - pancreas,2,2010
GE - A.O.U. S. MARTINO - GENOVA,GE,Pancreas,Rene - pancreas,3,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Pancreas,Rene - pancreas,0,2010
PR - OSPEDALE MAGGIORE - PARMA,PR,Pancreas,Rene - pancreas,1,2010
PI - A.O.U. PISANA,PI,Pancreas,Rene - pancreas,7,2010
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Pancreas,Rene - pancreas,1,2010
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Fegato - pancreas,1,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Pancreas,Fegato - pancreas,0,2010
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Fegato - pancreas,0,2010
MI - IRCCS S. RAFFAELE - MILANO,MI,Pancreas,Fegato - pancreas,0,2010
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Fegato - pancreas,0,2010
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Pancreas,Fegato - pancreas,0,2010
GE - A.O.U. S. MARTINO - GENOVA,GE,Pancreas,Fegato - pancreas,0,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Pancreas,Fegato - pancreas,0,2010
PR - OSPEDALE MAGGIORE - PARMA,PR,Pancreas,Fegato - pancreas,0,2010
PI - A.O.U. PISANA,PI,Pancreas,Fegato - pancreas,0,2010
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Pancreas,Fegato - pancreas,0,2010
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Rene - fegato - pancreas,0,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Pancreas,Rene - fegato - pancreas,1,2010
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Rene - fegato - pancreas,0,2010
MI - IRCCS S. RAFFAELE - MILANO,MI,Pancreas,Rene - fegato - pancreas,0,2010
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Rene - fegato - pancreas,0,2010
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Pancreas,Rene - fegato - pancreas,0,2010
GE - A.O.U. S. MARTINO - GENOVA,GE,Pancreas,Rene - fegato - pancreas,0,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Pancreas,Rene - fegato - pancreas,0,2010
PR - OSPEDALE MAGGIORE - PARMA,PR,Pancreas,Rene - fegato - pancreas,0,2010
PI - A.O.U. PISANA,PI,Pancreas,Rene - fegato - pancreas,0,2010
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Pancreas,Rene - fegato - pancreas,0,2010
"TO - AOU Città della Salute, PO S.G.Battista",TO,Pancreas,Fegato - pancreas - intestino,0,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Pancreas,Fegato - pancreas - intestino,0,2010
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Pancreas,Fegato - pancreas - intestino,0,2010
MI - IRCCS S. RAFFAELE - MILANO,MI,Pancreas,Fegato - pancreas - intestino,0,2010
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Pancreas,Fegato - pancreas - intestino,0,2010
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Pancreas,Fegato - pancreas - intestino,0,2010
GE - A.O.U. S. MARTINO - GENOVA,GE,Pancreas,Fegato - pancreas - intestino,0,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Pancreas,Fegato - pancreas - intestino,1,2010
PR - OSPEDALE MAGGIORE - PARMA,PR,Pancreas,Fegato - pancreas - intestino,0,2010
PI - A.O.U. PISANA,PI,Pancreas,Fegato - pancreas - intestino,0,2010
AN - PRESIDIO OSPEDALIERO UMBERTO I - ANCONA,AN,Pancreas,Fegato - pancreas - intestino,0,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Intestino,Intestino,1,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Intestino,Intestino,2,2010
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Intestino,Intestino,1,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Intestino,Pancreas - intestino,1,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Intestino,Pancreas - intestino,0,2010
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Intestino,Pancreas - intestino,0,2010
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Intestino,Fegato - pancreas - intestino,0,2010
BO - S.ORSOLA-MALPIGHI - BO,BO,Intestino,Fegato - pancreas - intestino,1,2010
RM - OSPEDALE PEDIATRICO BAMBINO GESU',RM,Intestino,Fegato - pancreas - intestino,0,2010
NO - AOU MAGGIORE DELLA CARITA' - NOVARA,NO,Rene,Rene,61,2011
"TO - AOU Città della Salute, PO OIRM",TO,Rene,Rene,6,2011
"TO - AOU Città della Salute, PO S.G.Battista",TO,Rene,Rene,87,2011
BG - OSPEDALE PAPA GIOVANNI XXIII - BERGAMO,BG,Rene,Rene,33,2011
BS - PRES. OSPEDAL. SPEDALI CIVILI BRESCIA,BS,Rene,Rene,54,2011
MI - AO NIGUARDA CA' GRANDA - MILANO,MI,Rene,Rene,45,2011
MI - IRCCS S. RAFFAELE - MILANO,MI,Rene,Rene,28,2011
MI - OSPEDALE MAGGIORE POLICLINICO - MILANO,MI,Rene,Rene,49,2011
PV - OSPEDALE POLICLINICO S. MATTEO - PAVIA,PV,Rene,Rene,28,2011
VA - OSPEDALE DI CIRCOLO E FONDAZIONE MACCHI,VA,Rene,Rene,47,2011
PD - AZIENDA OSPEDALIERA DI PADOVA,PD,Rene,Rene,68,2011
TV - OSPEDALE CA' FONCELLO - TREVISO,TV,Rene,Rene,39,2011
VI - OSPEDALE DI VICENZA,VI,Rene,Rene,21,2011
VR - OSPEDALE CIVILE MAGGIORE - VERONA,VR,Rene,Rene,46,2011
UD - AZIENDA OSPEDALIERA S. M. MISERICORDIA,UD,Rene,Rene,49,2011
UD - POLICLINICO UNIVERSITARIO,UD,Rene,Rene,0,2011
